age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
80,retired,married,secondary,no,4350,no,no,telephone,27,oct,4.2,2,-1,0,unknown,no
56,admin.,married,unknown,no,96650,no,no,telephone,19,nov,1.2,2,-1,0,unknown,no
32,management,married,tertiary,no,123250,yes,yes,cellular,7,may,15.9,1,-1,0,unknown,yes
45,management,married,tertiary,no,13650,yes,no,cellular,2,jun,3.2,1,95,2,failure,no
51,entrepreneur,married,primary,no,72150,no,no,cellular,18,feb,3.4,10,-1,0,unknown,yes
39,technician,married,secondary,no,52400,no,yes,cellular,21,jul,7.3,1,-1,0,unknown,no
48,blue-collar,married,primary,no,191850,no,yes,cellular,21,nov,2.5,1,-1,0,unknown,no
24,self-employed,single,tertiary,no,118800,no,no,cellular,11,aug,2.6,1,106,1,success,no
42,technician,married,secondary,no,11650,no,no,cellular,8,apr,2.1,1,231,4,failure,no
57,technician,married,tertiary,no,1550,no,yes,cellular,26,aug,7.1,2,-1,0,unknown,no
38,services,married,unknown,no,232200,yes,no,telephone,18,nov,1.4,2,-1,0,unknown,no
54,services,married,unknown,no,393200,yes,no,unknown,15,may,2.9,4,-1,0,unknown,no
53,admin.,married,secondary,no,-18750,yes,no,cellular,30,jan,2.2,1,252,1,failure,no
32,management,married,tertiary,no,108600,yes,no,cellular,22,aug,5.6,4,-1,0,unknown,no
34,management,married,tertiary,no,-15200,yes,no,unknown,28,may,5.2,2,-1,0,unknown,no
65,retired,divorced,unknown,no,15000,no,no,cellular,2,aug,4.6,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,750,yes,yes,cellular,19,nov,1.3,2,91,3,failure,no
59,retired,married,primary,no,55750,no,no,unknown,19,jun,14.4,1,-1,0,unknown,yes
60,retired,married,tertiary,no,0,no,no,telephone,14,jul,6.6,3,-1,0,unknown,no
25,entrepreneur,married,tertiary,no,1900,yes,no,cellular,22,jul,5.1,5,-1,0,unknown,no
38,technician,single,secondary,no,22750,yes,no,unknown,20,jun,1.1,5,-1,0,unknown,no
58,management,single,tertiary,no,16550,no,yes,cellular,28,jul,1.9,3,-1,0,unknown,no
25,admin.,single,tertiary,no,145800,no,no,cellular,12,oct,2.9,1,-1,0,unknown,no
46,self-employed,married,tertiary,no,0,yes,yes,cellular,17,nov,4.8,1,-1,0,unknown,no
30,blue-collar,single,primary,no,14800,no,no,telephone,5,feb,1.2,7,-1,0,unknown,no
57,management,married,tertiary,yes,60900,yes,no,cellular,18,jul,5.8,6,-1,0,unknown,no
33,unemployed,divorced,secondary,no,50250,yes,no,telephone,10,nov,3.4,1,174,2,failure,no
35,management,married,tertiary,no,0,yes,no,cellular,5,aug,3.0,2,-1,0,unknown,no
42,unemployed,married,tertiary,no,28800,no,no,cellular,27,feb,3.1,1,-1,0,unknown,yes
46,management,married,tertiary,no,9450,yes,no,cellular,20,apr,1.3,1,154,1,failure,no
33,management,single,tertiary,no,70500,yes,no,cellular,5,feb,0.6,1,254,5,failure,no
42,unemployed,divorced,secondary,no,134950,no,no,cellular,8,jul,2.0,2,-1,0,unknown,no
57,admin.,married,unknown,no,70050,no,no,cellular,21,aug,2.0,22,-1,0,unknown,no
29,management,single,tertiary,no,43700,yes,no,cellular,16,mar,4.4,1,181,2,success,yes
29,services,single,secondary,no,34750,no,no,unknown,3,jul,2.1,1,-1,0,unknown,no
35,housemaid,married,tertiary,no,15150,no,no,cellular,4,aug,5.7,1,-1,0,unknown,no
40,admin.,married,secondary,no,104100,no,no,unknown,12,jun,1.9,1,-1,0,unknown,no
33,technician,single,tertiary,no,162750,no,no,telephone,14,aug,4.1,4,-1,0,unknown,no
44,management,single,secondary,no,5450,yes,no,cellular,20,apr,2.2,4,328,3,failure,no
35,management,married,tertiary,no,194450,yes,no,cellular,19,nov,4.9,2,-1,0,unknown,no
49,management,married,tertiary,no,30150,yes,no,cellular,20,apr,10.3,3,-1,0,unknown,no
44,management,divorced,tertiary,no,3550,yes,no,cellular,7,aug,2.9,2,-1,0,unknown,no
32,services,single,secondary,no,6050,yes,no,unknown,5,may,4.1,2,-1,0,unknown,no
26,technician,single,secondary,no,41550,no,yes,cellular,23,jul,1.9,13,-1,0,unknown,no
32,technician,single,tertiary,no,92750,no,no,cellular,15,sep,2.6,2,134,1,other,yes
26,blue-collar,single,secondary,no,400,yes,no,cellular,13,may,3.3,1,-1,0,unknown,no
45,admin.,married,secondary,no,18100,no,no,cellular,12,aug,9.4,4,-1,0,unknown,no
30,management,single,tertiary,no,3000,no,no,cellular,27,aug,2.0,3,-1,0,unknown,no
37,technician,married,secondary,no,49350,yes,yes,cellular,14,may,5.6,2,-1,0,unknown,no
34,student,single,unknown,no,50550,no,no,cellular,1,jun,4.7,1,-1,0,unknown,yes
60,management,single,tertiary,no,28000,no,no,cellular,15,may,12.7,5,-1,0,unknown,yes
42,technician,married,tertiary,no,12300,yes,no,telephone,12,may,6.5,2,-1,0,unknown,no
44,technician,married,secondary,no,26650,yes,no,cellular,8,may,3.1,4,171,3,failure,no
25,admin.,single,tertiary,no,38000,yes,no,cellular,27,feb,1.5,2,-1,0,unknown,no
27,technician,single,secondary,no,24450,yes,no,cellular,30,jul,6.4,4,-1,0,unknown,yes
47,unknown,married,unknown,no,94000,no,no,unknown,18,jun,1.6,2,-1,0,unknown,no
54,retired,married,secondary,no,45900,yes,no,unknown,14,may,3.7,1,-1,0,unknown,no
59,blue-collar,married,primary,no,140700,no,no,unknown,20,jun,1.9,3,-1,0,unknown,no
40,technician,divorced,secondary,no,0,yes,no,cellular,2,feb,1.6,1,-1,0,unknown,no
23,blue-collar,single,secondary,yes,-10350,yes,no,unknown,3,jun,5.1,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,10700,yes,yes,cellular,24,jul,6.0,3,-1,0,unknown,no
29,unemployed,single,secondary,no,16150,no,no,cellular,29,jan,3.0,1,-1,0,unknown,no
61,retired,divorced,secondary,no,0,no,no,cellular,5,may,5.0,3,-1,0,unknown,no
45,admin.,divorced,secondary,no,117650,yes,no,cellular,18,may,7.8,7,74,3,success,no
34,management,single,tertiary,no,0,no,no,cellular,21,aug,3.6,2,-1,0,unknown,no
54,blue-collar,married,primary,no,82950,no,no,cellular,12,aug,1.3,5,-1,0,unknown,no
35,self-employed,single,tertiary,no,17650,no,no,cellular,12,aug,10.2,1,-1,0,unknown,yes
28,services,single,secondary,no,17400,yes,no,unknown,21,may,1.9,2,-1,0,unknown,no
33,management,married,secondary,no,2800,yes,no,unknown,21,may,4.8,1,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,11650,no,no,cellular,5,feb,7.9,1,-1,0,unknown,no
32,self-employed,single,secondary,no,62950,no,no,cellular,25,jul,3.6,2,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,29,aug,3.1,2,-1,0,unknown,no
62,retired,married,secondary,no,140050,yes,yes,cellular,9,sep,4.9,1,183,1,success,yes
56,entrepreneur,married,unknown,no,28750,no,no,unknown,20,jun,0.8,2,-1,0,unknown,no
28,admin.,married,unknown,no,-50,yes,no,cellular,16,apr,1.1,1,-1,0,unknown,no
57,retired,married,secondary,no,89700,no,yes,unknown,20,jun,0.7,3,-1,0,unknown,no
39,services,married,unknown,no,-25800,yes,no,unknown,9,may,1.9,2,-1,0,unknown,no
40,blue-collar,single,secondary,yes,3050,no,no,cellular,23,jul,1.6,2,-1,0,unknown,no
49,housemaid,married,tertiary,no,2500,yes,yes,cellular,29,jan,3.0,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,36850,yes,no,unknown,30,may,2.8,2,-1,0,unknown,no
34,admin.,married,secondary,no,19650,yes,no,cellular,18,may,4.2,4,355,1,failure,no
50,services,married,secondary,no,24050,yes,no,cellular,13,may,3.3,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,152950,yes,yes,cellular,18,nov,1.2,1,182,1,failure,no
30,blue-collar,single,secondary,no,8150,yes,yes,cellular,23,jul,2.6,2,-1,0,unknown,no
27,self-employed,single,secondary,no,2450,yes,no,cellular,30,jan,4.0,2,-1,0,unknown,no
53,admin.,married,secondary,no,17500,no,yes,cellular,17,nov,2.4,3,132,2,failure,no
37,management,married,tertiary,no,4950,no,no,cellular,14,sep,3.2,1,-1,0,unknown,no
24,blue-collar,single,primary,no,7350,yes,no,unknown,2,jun,2.2,2,-1,0,unknown,no
36,services,divorced,secondary,no,2700,yes,no,cellular,20,nov,6.4,6,-1,0,unknown,no
35,services,married,secondary,no,1950,no,no,unknown,7,may,2.9,1,-1,0,unknown,no
33,management,married,tertiary,no,137200,yes,no,telephone,19,nov,2.2,1,-1,0,unknown,no
60,technician,married,secondary,no,14700,no,no,telephone,3,jun,3.9,4,-1,0,unknown,yes
28,blue-collar,single,secondary,no,18100,yes,no,unknown,19,may,4.9,1,-1,0,unknown,no
71,retired,married,tertiary,no,144350,no,no,cellular,30,jun,2.6,1,-1,0,unknown,yes
23,student,single,primary,no,61750,no,no,cellular,11,sep,2.5,2,91,3,failure,no
41,blue-collar,married,secondary,no,5700,yes,no,unknown,2,jun,1.9,3,-1,0,unknown,no
30,services,married,secondary,no,12650,yes,no,cellular,5,may,4.4,2,-1,0,unknown,no
37,management,married,secondary,no,28250,no,no,cellular,6,aug,3.4,1,93,3,failure,yes
45,technician,married,tertiary,no,158400,no,no,cellular,8,aug,2.3,2,-1,0,unknown,no
56,housemaid,married,primary,no,133300,yes,yes,cellular,29,jan,2.1,2,-1,0,unknown,no
34,admin.,divorced,secondary,no,9150,no,yes,unknown,4,jul,2.0,1,-1,0,unknown,no
50,technician,married,secondary,no,61700,yes,no,unknown,5,may,3.9,2,-1,0,unknown,no
28,technician,single,tertiary,no,3750,yes,yes,cellular,5,may,4.4,2,-1,0,unknown,no
44,blue-collar,single,secondary,no,0,yes,no,cellular,15,apr,7.9,1,-1,0,unknown,no
50,self-employed,married,unknown,no,-4200,yes,no,unknown,6,may,2.2,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,-750,yes,no,unknown,21,may,9.7,3,-1,0,unknown,no
49,admin.,married,tertiary,no,328700,no,no,cellular,8,jun,2.8,3,-1,0,unknown,yes
41,management,single,secondary,no,56900,no,no,cellular,31,jul,5.2,18,-1,0,unknown,no
26,technician,single,secondary,no,-42950,yes,no,unknown,19,jun,5.5,1,-1,0,unknown,no
54,management,married,primary,no,84550,yes,no,cellular,20,nov,3.6,1,-1,0,unknown,no
26,student,single,tertiary,no,287050,no,no,cellular,25,may,6.0,1,-1,0,unknown,no
27,student,single,unknown,no,72200,no,no,cellular,4,may,2.7,1,91,2,failure,no
53,blue-collar,married,primary,no,0,no,no,cellular,21,aug,3.8,1,-1,0,unknown,no
32,self-employed,married,tertiary,no,25900,no,no,cellular,27,aug,8.2,5,-1,0,unknown,no
30,blue-collar,married,primary,no,150,yes,no,unknown,8,may,3.0,1,-1,0,unknown,no
36,entrepreneur,single,secondary,no,14800,no,no,cellular,30,jul,2.5,2,-1,0,unknown,no
48,technician,married,secondary,no,4650,no,no,cellular,24,jul,9.5,2,-1,0,unknown,no
52,services,married,secondary,no,38700,yes,no,cellular,8,may,3.2,1,-1,0,unknown,no
34,admin.,married,secondary,no,82750,yes,no,cellular,28,jul,1.3,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,1150,no,no,cellular,26,feb,10.3,2,-1,0,unknown,no
52,retired,married,primary,no,300,no,no,cellular,22,aug,1.9,2,-1,0,unknown,no
30,management,single,tertiary,no,13200,yes,no,cellular,18,may,1.1,2,370,2,other,no
35,blue-collar,married,secondary,no,20350,yes,no,cellular,20,apr,0.7,6,-1,0,unknown,no
58,admin.,married,secondary,no,90650,yes,no,telephone,17,jul,0.8,1,-1,0,unknown,no
39,blue-collar,married,primary,no,70550,yes,no,unknown,20,may,10.9,2,-1,0,unknown,no
56,blue-collar,divorced,primary,no,252050,yes,no,unknown,15,may,3.1,1,-1,0,unknown,no
27,management,single,tertiary,no,28700,yes,no,cellular,18,may,3.8,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,7950,yes,yes,unknown,30,may,4.7,2,-1,0,unknown,no
40,management,married,tertiary,no,-350,no,yes,telephone,25,jul,12.1,1,-1,0,unknown,no
28,management,single,tertiary,no,47850,no,no,cellular,25,may,15.8,2,-1,0,unknown,yes
31,management,single,tertiary,no,14200,no,no,cellular,21,aug,1.3,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,650,no,no,unknown,3,jun,5.2,1,-1,0,unknown,no
43,technician,divorced,secondary,yes,3650,yes,no,cellular,14,jul,5.9,2,-1,0,unknown,no
41,blue-collar,married,primary,no,10050,yes,no,cellular,3,feb,3.1,1,-1,0,unknown,yes
39,technician,married,secondary,no,71350,yes,no,unknown,28,may,8.1,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,27200,no,no,unknown,17,jun,2.1,1,-1,0,unknown,no
36,blue-collar,married,unknown,no,-20000,yes,yes,cellular,6,may,6.5,2,307,1,failure,no
48,blue-collar,married,primary,no,194300,no,no,cellular,11,aug,5.5,2,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,unknown,2,jun,4.2,1,-1,0,unknown,no
59,retired,married,primary,no,2300,no,no,cellular,14,aug,1.8,2,-1,0,unknown,no
43,management,divorced,tertiary,no,178900,no,no,cellular,29,jan,6.8,2,-1,0,unknown,no
57,admin.,single,secondary,no,0,no,no,cellular,28,jul,4.9,4,-1,0,unknown,no
42,services,single,secondary,no,43850,no,no,cellular,17,nov,2.0,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,212950,no,no,cellular,31,jul,1.9,7,-1,0,unknown,no
23,services,single,secondary,no,69650,yes,yes,cellular,18,may,1.2,8,-1,0,unknown,no
43,management,married,tertiary,yes,-168600,yes,no,unknown,29,may,6.9,2,-1,0,unknown,no
30,management,single,tertiary,no,181250,yes,no,unknown,23,may,8.3,2,-1,0,unknown,no
38,self-employed,married,tertiary,no,0,no,no,cellular,29,aug,2.5,3,-1,0,unknown,no
32,technician,married,secondary,no,45400,yes,no,unknown,20,may,1.6,1,-1,0,unknown,no
45,housemaid,married,secondary,no,52050,yes,no,unknown,29,may,4.5,3,-1,0,unknown,no
31,management,single,tertiary,no,37250,no,no,cellular,12,aug,2.5,4,-1,0,unknown,no
42,services,single,unknown,no,20500,no,no,cellular,21,nov,1.1,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,12350,no,yes,cellular,6,feb,3.9,2,214,1,failure,no
70,retired,married,secondary,no,119200,no,no,cellular,30,oct,3.8,2,-1,0,unknown,yes
39,blue-collar,single,primary,no,10350,no,yes,unknown,16,jun,1.1,3,-1,0,unknown,no
48,management,single,tertiary,no,4050,no,no,cellular,28,aug,0.9,9,-1,0,unknown,no
39,admin.,married,secondary,no,22800,yes,no,cellular,17,apr,3.7,3,-1,0,unknown,no
30,technician,married,secondary,no,21800,yes,no,cellular,5,feb,2.8,3,206,8,other,no
35,management,single,secondary,no,0,no,no,unknown,6,jun,0.8,1,-1,0,unknown,no
30,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,4.4,1,-1,0,unknown,no
31,management,single,tertiary,no,119200,yes,no,cellular,14,apr,10.6,2,-1,0,unknown,no
30,technician,single,tertiary,no,116250,no,no,cellular,10,aug,4.9,1,127,7,failure,yes
33,entrepreneur,married,primary,no,116950,yes,yes,cellular,20,nov,4.2,1,-1,0,unknown,no
33,technician,divorced,secondary,no,74000,yes,no,cellular,5,may,4.2,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,1650,no,yes,unknown,16,jun,12.5,3,-1,0,unknown,yes
36,unemployed,married,tertiary,no,361100,yes,no,cellular,4,may,2.2,1,181,5,failure,no
27,admin.,single,secondary,no,-12100,no,yes,cellular,29,jul,0.8,21,-1,0,unknown,no
33,admin.,single,secondary,no,27450,yes,no,cellular,14,apr,1.2,2,-1,0,unknown,no
53,services,married,secondary,no,18350,yes,yes,unknown,13,may,5.2,2,-1,0,unknown,no
27,management,married,tertiary,no,17100,yes,no,cellular,17,jul,14.1,1,-1,0,unknown,no
26,management,single,tertiary,no,205800,yes,no,cellular,5,may,5.5,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,38250,no,no,unknown,9,jun,3.1,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,15150,no,no,unknown,11,jun,4.9,1,-1,0,unknown,no
38,technician,divorced,tertiary,no,39550,yes,no,unknown,26,may,2.0,2,-1,0,unknown,no
54,blue-collar,divorced,unknown,no,-23650,yes,no,cellular,14,may,4.5,1,351,2,failure,no
23,student,single,secondary,no,64200,yes,no,unknown,11,jun,6.0,10,-1,0,unknown,no
36,blue-collar,married,secondary,no,12450,yes,no,cellular,15,may,12.3,5,-1,0,unknown,yes
28,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,2.7,2,-1,0,unknown,no
31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,1.7,1,223,9,other,no
45,technician,married,secondary,no,70500,no,no,cellular,11,aug,1.7,2,-1,0,unknown,no
44,services,married,secondary,no,289000,yes,no,cellular,1,apr,9.3,2,-1,0,unknown,no
31,housemaid,married,primary,no,-9200,yes,no,cellular,24,jul,5.9,1,-1,0,unknown,no
35,management,married,tertiary,no,12200,yes,no,cellular,11,may,3.1,2,173,1,failure,no
55,unemployed,married,secondary,no,58050,yes,no,cellular,28,jan,2.7,2,-1,0,unknown,no
43,technician,married,tertiary,no,37150,yes,no,unknown,7,may,2.7,2,-1,0,unknown,no
53,blue-collar,single,primary,no,386200,no,no,cellular,20,nov,3.8,2,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,7.5,3,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,cellular,15,jun,1.9,4,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,6.5,2,-1,0,unknown,no
45,management,married,secondary,no,144850,no,no,cellular,15,oct,9.4,4,105,7,failure,no
44,technician,married,secondary,no,0,no,yes,cellular,4,feb,6.4,2,-1,0,unknown,no
42,management,married,tertiary,no,18250,yes,no,unknown,19,may,1.3,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,13200,yes,no,cellular,17,apr,8.7,1,-1,0,unknown,no
49,admin.,married,secondary,no,123250,no,no,cellular,20,aug,3.1,3,-1,0,unknown,no
36,management,single,secondary,no,75550,yes,no,cellular,16,nov,5.0,1,-1,0,unknown,yes
31,admin.,married,secondary,no,0,yes,no,cellular,5,feb,1.7,4,-1,0,unknown,no
53,admin.,married,secondary,no,0,no,no,telephone,6,sep,6.4,1,655,5,failure,no
23,services,single,secondary,no,3750,yes,no,unknown,15,may,8.0,4,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,cellular,26,aug,0.9,38,-1,0,unknown,no
38,technician,divorced,secondary,no,66650,yes,yes,unknown,28,may,3.6,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,26250,yes,no,unknown,19,may,3.5,1,-1,0,unknown,no
42,management,single,secondary,no,486000,no,no,cellular,5,aug,1.9,2,-1,0,unknown,no
93,retired,married,unknown,no,38750,no,no,cellular,4,aug,8.4,2,13,9,success,yes
40,technician,married,secondary,no,32850,yes,no,cellular,19,nov,3.5,1,112,2,failure,no
46,management,married,tertiary,no,48700,yes,no,unknown,20,jun,11.4,3,-1,0,unknown,no
32,management,married,tertiary,no,75050,yes,no,unknown,23,may,1.7,6,-1,0,unknown,no
38,blue-collar,married,secondary,no,229300,yes,no,unknown,8,may,13.6,1,-1,0,unknown,no
25,admin.,married,secondary,no,350,yes,yes,cellular,22,jul,4.0,3,-1,0,unknown,no
33,services,single,secondary,no,-2800,no,yes,cellular,10,jul,2.5,5,-1,0,unknown,no
33,unemployed,single,secondary,no,27950,yes,no,cellular,9,feb,0.8,6,-1,0,unknown,no
59,retired,married,secondary,no,99000,no,no,cellular,11,aug,3.6,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,30,jul,1.5,3,-1,0,unknown,no
41,admin.,single,secondary,no,100100,yes,no,cellular,15,may,3.4,2,350,1,failure,no
28,blue-collar,single,unknown,no,22400,yes,no,unknown,28,may,5.6,1,-1,0,unknown,no
38,management,married,tertiary,no,11900,no,no,cellular,4,aug,2.8,1,92,3,failure,yes
27,admin.,single,secondary,no,-7250,yes,no,telephone,15,may,5.3,8,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,2.9,4,-1,0,unknown,no
23,admin.,single,secondary,no,2000,no,no,telephone,10,nov,21.2,1,-1,0,unknown,no
32,services,married,secondary,yes,-39500,yes,no,unknown,3,jun,3.2,1,-1,0,unknown,no
41,blue-collar,married,primary,no,-25800,no,yes,telephone,8,jul,9.7,3,-1,0,unknown,no
39,management,married,tertiary,no,21450,yes,no,unknown,8,may,5.0,4,-1,0,unknown,no
42,management,single,tertiary,no,35300,no,no,cellular,29,jan,2.7,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,43000,yes,no,unknown,5,jun,15.2,4,-1,0,unknown,yes
36,management,married,tertiary,no,1250,yes,no,cellular,17,jul,7.1,1,-1,0,unknown,no
51,technician,married,secondary,no,603050,yes,no,unknown,13,may,6.0,1,-1,0,unknown,no
49,services,divorced,secondary,no,58100,no,no,cellular,5,feb,3.2,1,-1,0,unknown,no
36,management,married,tertiary,no,26950,no,no,cellular,11,aug,3.4,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,7200,yes,no,unknown,16,may,11.8,1,-1,0,unknown,yes
38,technician,married,tertiary,no,0,no,no,cellular,22,aug,1.9,6,-1,0,unknown,no
58,admin.,married,secondary,no,217400,yes,no,cellular,23,jun,13.7,4,141,1,other,yes
26,housemaid,single,secondary,no,11450,yes,no,unknown,30,may,1.5,16,-1,0,unknown,no
58,management,married,unknown,no,53250,yes,no,unknown,5,may,4.1,3,-1,0,unknown,no
51,unemployed,married,secondary,no,70800,no,no,cellular,9,sep,6.3,1,-1,0,unknown,yes
38,services,married,secondary,no,30550,yes,yes,unknown,18,jun,1.5,3,-1,0,unknown,no
48,unemployed,married,secondary,no,164350,yes,yes,cellular,20,apr,4.5,2,307,1,failure,no
53,blue-collar,married,primary,no,45050,no,yes,telephone,30,jan,24.4,2,-1,0,unknown,no
39,self-employed,married,tertiary,no,61900,yes,no,cellular,16,jul,4.0,1,-1,0,unknown,no
45,entrepreneur,married,primary,no,2900,yes,no,telephone,13,may,2.5,3,371,3,failure,no
47,admin.,divorced,secondary,no,10350,yes,no,cellular,2,feb,4.6,1,271,4,failure,no
36,management,married,tertiary,no,6250,yes,no,unknown,13,may,6.4,1,-1,0,unknown,no
29,services,married,primary,no,-5100,no,no,unknown,4,jul,2.7,1,-1,0,unknown,no
31,blue-collar,single,tertiary,no,109850,yes,no,unknown,23,may,2.9,3,-1,0,unknown,no
66,self-employed,married,tertiary,no,7350,no,no,telephone,12,jan,7.4,1,-1,0,unknown,yes
56,blue-collar,married,secondary,no,23750,yes,yes,unknown,20,jun,2.3,4,-1,0,unknown,no
50,management,married,tertiary,no,20000,yes,no,cellular,8,may,1.2,1,360,1,failure,no
39,blue-collar,married,secondary,no,14250,yes,yes,unknown,6,may,4.0,1,-1,0,unknown,no
40,blue-collar,married,primary,no,600,yes,no,unknown,5,jun,1.4,26,-1,0,unknown,no
27,unknown,single,secondary,no,59350,no,no,telephone,26,feb,4.4,1,101,1,failure,yes
42,entrepreneur,married,tertiary,no,18650,no,no,cellular,17,nov,3.4,1,154,3,failure,no
29,admin.,single,tertiary,no,10000,yes,no,cellular,11,may,3.8,1,357,1,other,no
51,housemaid,married,unknown,no,116850,yes,no,cellular,16,apr,4.7,2,266,3,other,yes
76,retired,divorced,primary,no,40100,no,no,cellular,9,sep,8.4,5,-1,0,unknown,yes
71,retired,married,tertiary,no,32650,no,no,telephone,26,feb,6.6,1,-1,0,unknown,yes
32,student,single,unknown,no,18800,no,no,cellular,12,aug,3.7,1,91,5,failure,no
29,blue-collar,married,primary,no,502250,yes,no,cellular,16,apr,10.8,1,322,4,failure,no
32,blue-collar,married,secondary,no,117650,yes,yes,cellular,14,jul,6.1,3,-1,0,unknown,no
56,blue-collar,married,primary,no,27550,no,no,unknown,29,may,1.0,1,-1,0,unknown,no
56,services,married,secondary,no,57500,no,yes,cellular,17,nov,2.3,1,117,3,failure,no
30,admin.,single,secondary,no,12750,no,no,cellular,27,jan,2.9,1,-1,0,unknown,yes
37,management,single,tertiary,no,25450,yes,no,cellular,6,may,2.7,1,-1,0,unknown,no
20,student,single,unknown,no,139250,no,no,cellular,16,sep,6.0,2,-1,0,unknown,yes
33,blue-collar,single,primary,no,50,yes,no,cellular,20,apr,4.8,1,-1,0,unknown,no
30,technician,single,secondary,no,67950,yes,no,unknown,27,may,5.5,1,-1,0,unknown,no
38,technician,single,secondary,no,7250,yes,no,unknown,27,may,2.3,2,-1,0,unknown,no
59,services,married,secondary,no,10200,no,no,cellular,23,jul,5.3,2,-1,0,unknown,no
50,admin.,married,unknown,no,-56850,yes,yes,unknown,20,jun,1.6,1,-1,0,unknown,no
38,services,married,tertiary,no,28150,yes,no,cellular,7,may,4.7,2,-1,0,unknown,no
41,technician,divorced,tertiary,no,213800,yes,no,cellular,12,feb,2.2,3,-1,0,unknown,no
33,blue-collar,married,primary,no,13800,no,no,unknown,30,jun,4.2,2,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,2.3,1,-1,0,unknown,no
45,technician,married,secondary,no,149050,yes,yes,cellular,29,mar,2.0,3,311,3,failure,no
30,services,married,secondary,yes,-42300,yes,no,unknown,13,may,2.5,1,-1,0,unknown,no
57,retired,married,tertiary,no,40750,no,no,cellular,8,aug,6.9,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,13150,no,no,cellular,4,may,2.5,2,-1,0,unknown,no
46,blue-collar,married,primary,no,-8450,no,yes,unknown,29,may,6.1,3,-1,0,unknown,no
51,technician,divorced,secondary,no,396400,yes,no,cellular,20,nov,2.6,1,-1,0,unknown,no
41,blue-collar,single,secondary,no,3750,yes,no,unknown,1,jul,8.5,9,-1,0,unknown,yes
43,services,married,secondary,no,2050,yes,yes,unknown,5,may,2.6,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,34500,yes,no,cellular,18,nov,2.3,1,179,2,failure,no
41,unemployed,married,secondary,no,6050,yes,no,unknown,9,may,7.0,2,-1,0,unknown,no
43,admin.,married,secondary,no,-8450,yes,no,cellular,24,apr,4.2,1,-1,0,unknown,no
32,admin.,married,secondary,no,19450,yes,no,cellular,28,jul,2.7,3,233,3,failure,no
36,management,single,tertiary,no,0,yes,no,unknown,3,jun,3.4,1,-1,0,unknown,no
56,management,married,secondary,no,7250,no,no,cellular,4,feb,4.2,1,-1,0,unknown,no
63,retired,divorced,secondary,no,42950,no,no,cellular,13,feb,2.0,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,44900,yes,no,cellular,20,nov,1.8,5,198,2,failure,no
31,student,single,tertiary,no,5850,yes,no,telephone,18,jul,1.2,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,-30650,yes,no,unknown,16,may,13.1,1,-1,0,unknown,no
44,technician,single,secondary,no,22550,no,no,cellular,11,feb,3.9,1,183,2,success,no
43,blue-collar,married,primary,no,44350,yes,no,unknown,14,may,4.0,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,-9950,no,no,cellular,22,jul,1.8,10,-1,0,unknown,no
43,technician,single,secondary,no,23150,yes,no,cellular,17,nov,4.9,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,56850,no,no,cellular,6,feb,2.7,4,211,3,other,no
48,blue-collar,married,primary,no,450200,no,no,unknown,14,may,3.1,3,-1,0,unknown,no
58,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,10.1,1,-1,0,unknown,no
